X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11
517,1,12  2  212233339  423222322 110 5 6 5 4 5 5 5 8 8 61102   1 8 1 5 5 1 5 597 1 5 122211121112,NA,2,222112 21 1      3 3222222244314342216345111,MI,0611045511064040223E,1,NA,25.002
517,1,22  2  2122223319 71383233310 5 1 8 5 19797 5 5 5 52  2  979797 29797 2979797979711111123112,NA,2,211112 11 2      13219211144411114226459512,MI,0611045511063520133E,1,NA,11.932
518,1,12  1  121145553 97 33833819797979797979797979797971 12   8 9 2 2 2 6 5 6 7 697 444411132111 9 2,NA,2,121112 11 1      14311111144442444316293512,NY,1490525320520160122E,1,NA,15.961
518,1,22  1  231244552 96         5 797 4 5 4 7 5 8 8 7 61 99   5 5 5 5 5 5 5 5 5 5 5 542233213332,NA,2,211112 11 2      14299999944441444127399512,NY,1490525320520160122E,1,NA,12.391
518,1,11  1  231144553 96        1010101010101010101010101 12   1 1 1 1 1 1 1 1 1 1 1 144431231222,NA,9,111212111 11 4391132111111334224341253335111,NY,1490525320520160122E,1,NA,19.851
518,1,21  2  121294443 97 33333339898989898989898989898982  2  97 9 7 397 497 5 7 7 4 423431129112,NA,9,122112921 29     24311111144442444125405512,NY,1490525320520160322E,1,NA,21.061
518,1,21  2  233134113  9228321281010 710 8109810101098 88  1 710 8 5 5 510 5 51010 8 534332133222,NA,2,121111211 11 913114211111144443344123374512,NY,149052532052    532E,1,NA,18.331
518,1,21  1  231144443 1033333333 5 5 5 5 5 5 5 5 5 5 5 52  2  97979797979797979797979744421331312,NA,2,211122221 22     243211111444444441263632111,NY,149052532052    522E,1,NA,6.811
518,1,22  1  2311444412 923232333 9 9 7 8 8979797 8 8 7972  2   5 8 5 2 4 5 3 3 1 8 5 243411123122,NA,2,221112 11 2      11211111132212233226224512,NY,1490525320520160222E,1,NA,17.091
520,1,22  1  9323433411 423888138 4 4 7 9 4 7 2 2 6 5 2 98  2  98 5 7 7 4 6 4 2 2 3 2 744411119122,NA,2,111121 11 1      11311111144444444216332542,AZ,277079789078    548M,1,NA,1.424
520,3,11 41  2322444411 921111111 19897 2 9 8 597 29797 12  1 4 5 9 5 5 5 6 5 5 6 6 6 641132112221 616,NA,2,111121111 211632313211111144421334323344442,AZ,2770797890788520128M,1,2,1.044
520,1,22  2  2112234411 423822138 9 5 1 9 5 5 5 5 9 9 9 92  2   1 8 1 497 1 597 5 5 7 122411133311 3,NA,2,211111 11 1      113111111444414442254925112,AZ,0391797711759360138M,1,NA,17.184
520,3,12 11  222224443  4233333331010101010101010101010101 81 61010101010 110101010101033131312122,NA,2,221222 12 2      133111111333333443235691411,AZ,275020753017    548M,1,3,3.784
520,1,21  1  1112224413 423233133 8 897 6 7 6 7 7 7 897 71 21 4 8 8 5 5 5 6 5 6 6 797 644423122212,NA,2,221212121 1116121142111111444433441132654111,AZ,275020753017    548M,1,NA,25.004
520,1,21  2  211123243  92232333110 8 6 210 2 4101010 4 21 81 6 7 7 2 3 7 1 3 7 8 9 2 21131133311116,NA,116,221212111 11 8131112111111441112442153945111,AZ,2770797890788520128M,1,NA,16.584
520,1,12  2  231111113  493233333 8 8 8 8 8 8 8 8 8 8 8 88  8   5 7 5 3 3 197 8 4 897 644413333332,NA,2,212112 11 1      131111111444314441264965111,AZ,2750207530176200338M,1,NA,13.854
540,1,11  1  11111111119911111111 1 1 1 1 1 1 1 1 1 1 1 11 11 1 1 1 1 1 1 1 1 1 1 1 1 111111111111 4,NA,1 4,111111111 11 1111111111111111111111116711111,VA,0190075110078840335E,1,NA,25.003
540,1,12  2  131114553 96         510 5 5 5 5 5 5 5 7 5 52  2  97 5 2 3 397 5 5 3 597 244211123312,NA,2,222222 11 1      11311111124442424226385512,VA,345067573067    545E,1,NA,19.433
540,1,11  1  2312244412 923332333 7 7 710 7 7 7 7 7 7 7 72  2   3 7 4 5 4 6 4 5 5 7 5 614112113232,NA,2,221122211 12     13322222242412444223464512,VA,217090531093    545E,1,NA,24.333
540,1,12  1  231134443  423333333 5 5 5 5 5 5 5 5 5 5 5 51988   5 6 5 5 5 2 5 5 5 5 5 522422333332,NA,2,121112 11 2      3 222222244444444126614512,VA,347148573067    545E,1,NA,15.243
540,1,12  1  111145442 1423231333 5 8 5 8 7 5 5 6 6 8 5 61121 4 5 8 7 4 5 7 5 5 5 7 5 544432333332,NA,112,122122 11 1      3 222211144444444223852512,VA,345067573067    545E,1,NA,18.493
540,1,22  2  131111413  5218331111010101010979710109710108  8   4 7 5 4 4 4 4 5 5 5 5 444411111111 712,1,1 5,919122 21 1      111111111324324423256045111,VA,0190075110078840315E,1,NA,16.523
541,1,12  2  131224442  423223323 7 7 2 2 4 7 4 5 4 4 5 51101 4 6 9 1 5 5 4 3 5 4 7 4 422211113111 6,NA,2,999999 99 2      14111111124224444126224512,OR,591204821203    539P,1,NA,18.104
541,1,12  1  232134443  49333333310 9 198989898 8 1 1 1 12  2  10 5 1 110109797 3 397 819111113111 4,NA,2,222222 21 2      23311111144444444223674512,OR,235124801120    539P,1,NA,19.404
541,3,11 11  11111111119911111111 1 1 1 1 1 1 1 1 5 1 1 11 11 1 1 1 1 1 1 1 1 1 1 1 1 111111111111 2,NA,1 5,111111111 11 1111111111111111111111113411111,OR,2351248011202400129P,1,1,25.004
541,1,12  31 3311143211 4313333131010101010101010101010101 18   410 5 2 3 1 797979797 241433233311 4,NA,1 4,112122 11 1      112111111443414442 22691911,OR,339127810123    539P,1,NA,25.004
541,1,21  2  233222221297 2323328 5 5 2 1 1 1 3 3 5 5 5 41101 4 2 5 5 5 5 3 5 5 3 3 5 231311122122,NA,1 4,222122121 11 4322143999999422132283233035111,OR,2351248011202400229P,1,NA,24.464
541,1,12  2  13111111121721132111 110 7 8 7 7 7 5 9 9 9 91 91 7 7 9 4 7 6 6 7 6 8 7 8 734211133122,NA,1 9,221122 11 1      11311111144242242316593512,OR,233026820024    549P,1,NA,15.994
561,1,22  2  2313222211 722823323 4 8 8 1 4 1 2 8 5 8 8 71 21 497979797979797979797979741121333332,NA,2,921991 99 2      112111111442424449236595111,FL,1290455480448960125E,1,NA,16.063
561,1,12  2  1311999913 923823131 5 7 5 5 6 7 5 7 6 7 5 61962   7 9 7 5 6 8 8 6 5 8 6 843221121222,NA,2,211112 11 1      11111111124422222326456512,FL,1290455480442710325E,1,NA,13.213
561,1,22  2  211132443 1893823332 51098 59898 5 598 5 5 52  1 71010 6 8 7979997 5 897 442811191222,NA,9,222112 21 9      3 3222929884223443237095111,FL,1290455480442710125E,1,NA,16.063
561,1,22  2  2211223411 733233133 3 5 6 5 6 4 3 6 6 6 6 62  1 6 3 6 3 6 7 2 2 6 3 6 6 622111111112,NA,1 7,111111 11 1      11311111144421444323514512,FL,1290455480448960125E,1,NA,14.253
561,3,12 42  3311444411 7233333331010 51010 51010101010102  1 61010 11010 110101010 1 144433323331 5,NA,1 5,111111 11 2      213111111441444442131924411,FL,1290455480448960225E,1,2,1.003
561,1,12  2  231233343  922823113 7 8 8 6 6 6 7 7 7 8 8 81121 4 5 9 5 5 5 3 6 3 3 6 8 343333323132,NA,1 4,999999 99 1      133111111224412422252035111,FL,1290455480448960225E,1,NA,14.303
561,1,12  322,NA,NA,999999 999                          426 52,FL,1290455480448960125E,1,NA,3.793
561,1,22  1  3113412212 721222222 199 1 1 1 1 1 1 1 1 1 11 52   1 1 1 1 1 1 1 1 1 1 1 111111111111 3,NA,2,221221 11 2      3 1111111222222223257391112,FL,1290455480448960225E,1,NA,17.393
561,1,11  1  331211119 172111111110 1 11010101010 1 1 1 11 71 3 1 110 110 1 1101010 1 114133313331 7,NA,2,111111111 22     13111111144444444325275242,FL,1290455480448960125E,1,NA,1.793
573,1,22  1  131324553 1733333333 7 7 5 7 7 7 7 5 5 5 5 51102   4 7 4 3 6 6 697 5 6 6 644411213132,NA,2,121112 12 1      3 399999914422441123653512,MO,427078619076    544C,1,NA,19.902
573,3,21 1322,NA,NA,9999999999                          294 14,MO,229151604145    544C,1,1,6.212
573,1,11  1  2112222211 422232323 110 1 5 5 4 4 2 2 1 7 11 11 1 310 1 1 5 5 2 3 7 6 7 111111123312,NA,1 4,222112111 22     111222222344424441223455111,MO,229151604145    544C,1,NA,21.602
573,1,22  2  231224443  3133833339797989797979797979797978  8  97979797979797979797979788819132322,NA,2,222222 2221      3 499999944434444223791512,MO,187076632079    544C,1,NA,19.902
573,1,21  2  133322243 97 33333339898989898989898989898981101 397979797979797979797979744421193312,NA,2,222222222222     4 311111144441444222364512,MO,227159717158    544C,1,NA,22.272
573,1,21  2  931134449 98 333331310 7 797 7 7 7 7 7 7 7 71 11 4 910 4 297 49797 7 8979733411121132,NA,2,211122911 12     13211111144424144382334512,MO,229151604145    544C,1,NA,25.002
573,1,22  2  131111441297 3311113 6 7 7 7 7 7 7 7 7 7 7 72  2   1 7 4 4 6 3 3 4 1 1 6 344411333131 2,NA,112,222212 11 1      113111111444444441174245111,MO,229151604145    544C,1,NA,11.512
601,1,21  2  232122341198 2323323 5 6 4 29797 1 1 5 5 4 42  8   110 1 5 3 197 1 8 8 4 432231322332,NA,2,222112111 22     14329299944441144123378519,MS,448122647181    546C,1,NA,20.663
601,2,222 1  23112444111633132133 6 2 5 6 597 5 6 6 7 2 52  1 4 2 6 2 1 1 3 397 4 5 5 512411132221 1 7,NA,2,999999 99 1      213111111444212442252035211,MS,179042640042    546C,1,2,3.193
601,1,21  1  332244443 98 33333339797979797979797979797978  8  97979797979797979797979733322222222,NA,111,222222211 22     4 3111111444444442212185111,MS,179042640042    546C,1,NA,19.823
601,1,12  1  2312233313 493223333 6 8 6 3 3 3 3 3 8 8 6 81121 4 5 6 1 1 1 1 1 1 5 5 3 342122132222,NA,2,222112 11 2      14222222231331133323483512,MS,448122673129    536C,1,NA,24.333
601,1,21  2  333344443  123333333 6 2 1 9 3 5 7 710 2 1 32  2   1 1 1 1 1101010 1 1 11034212211112,NA,2,222222222222     13311111143323333923321522,MS,448122673129    546C,1,NA,6.763
601,2,122 1  213394441297 382881398979797979797 5 19797 52  2  98989898989898989898989844411133222,NA,2,222222 11 2      3 4111111484414442267785212,MS,3730877180903560126C,1,3,1.423
601,1,12  31 1311111111 431111111 1 1 110 19797 9979797971 42   110 1 1 1 1 1 1 1 1 1 134413111132,NA,2,212192 11 1      114211111444444442 32381411,MS,179042640042    546C,1,NA,1.363
601,2,222 1  23122244111131121113 6 8 6 4 4 110 1 6 6 1 11 91 4101097 6 6 7 897979797 344421123122,NA,1 9,211112 11 2      22212212144344344121244522,MS,3730877180903560126C,1,2,6.223
601,1,12  2  931119999 97 8888888 8 7 7 8 7 7 798 7 8 7 71102   8 7 5 5 4 4 798 6 7 5 444431133132,NA,2,112222 22 2      112111111333434341232425111,MS,3631587461570920136C,1,NA,15.973
601,1,12  1  2322344411 42311311197 3 6 6 6 5 4 3 4 4 4 51122   2 4 3 2 3 2 1 1 3 3 3 133431133221 8,NA,2,222222 22 2      13211111144444344123514542,MS,379165710169    536C,1,NA,5.753
601,2,122 1  223114143 97 3333333 1 6 4 2 5 2 4 7 910 8 31101 7 299 5 1 6 3 4 2 1 3 5 434422313212,NA,2,221111 11 2      13322222244444444223361522,MS,377180711183    546C,1,3,3.853
601,1,11  2  21114444121793133113 5 6 4 497 497 7 5 697 61 78   4 4 4 4 4 4 4 4 4 4 4 444411323312,NA,2,221112211 12     3 399222943442444315729512,MS,3631587461570920136C,1,NA,19.943
601,2,222 1  321224443 1411133113 8 9 1 9 498 6 7 7 8 7 88  1 3 1 9 1 5 1 3 1 5 7 9 7 544412121111 4 1,0,2,221112 11 1      4 3111111413411442253725211,MS,448122673129    546C,1,3,7.183
601,1,21  2  233224553 96         7 9 3 3 5 5 7 8 8 8 6 51961 4 597 3 397 3 49797 7979742211111112,NA,2,222222222212     113111111444443443233445111,MS,3791657101693285346C,1,NA,23.313
602,1,22  322,NA,NA,999999 999                          123 24,AZ,2750207530176200118M,1,NA,7.784
602,1,22  2  131122443  423223123 8 8 6 5 697 7 7 6 7 7 61101 497 8 3 4 4 39797 4 697 544431123132,NA,1 312,999999 99 2      14111111134442834316275512,AZ,2750207530176200118M,1,NA,14.584
602,3,22 12  2313424412 421823133 1 1 1 5 1 1 1 5 5 5 5 58  1 4 1 1 1 4 1 1 1 1 4 4 1 144431213191 4,NA,1 4,112121 11 2      11211111141131334213503142,AZ,2750207530176200118M,1,3,2.404
602,3,11 22  1321144411 923332123 8 8 4 8 8 6 8 8 8 5 8 62  2  10 5 5 6 5 6 6 8 4 3 8 741433333332,NA,2,222222222222     12311111144444244325285222,AZ,2750207530176200118M,1,2,4.274
602,1,22  2  2111344412 43333313397 8 5 6 5 5 597 6 5 7 51102   3 8 3 3 4 4 3 5 5 5 6 433321121131 7,NA,2,121121 11 2      3 2111111444313442136535111,AZ,2750207530176200118M,1,NA,16.854
602,1,22  1  223221552 96         6 4 1 1 1 9 1 6 2 7 1 78  2   2 1 7 7 1 8 1 6 1 6 1 724221231919,NA,9,212122 11 1      13111111111134324223399512,AZ,2750207530176200218M,1,NA,14.434
602,1,12  2  131111911214113111119798 5 59898 5 8 710 4 61101 4 398 3 5989898 6 5 598 54443333333110,NA,1 8,119111 11 1      11111111144442444125315512,AZ,2750207530176200218M,1,NA,15.634
602,1,22  2  211122419  4219181319898989898989898989898982  8  98989898989898989898989832319321312,NA,1 4,292222 22 2      13211111133142111227387512,AZ,2750207530176200118M,1,NA,9.754
602,1,12  2  111242551196         3 5 1 2 5 8 8 5 6 7 5 22  1 3 5 6 3 3 6 4 2 5 3 6 5 333313213312,NA,2,221121 11 2      3 322222244444444115675512,AZ,2750207530176200218M,1,NA,13.934
602,1,11  2  3311111412 921221133 5 5 5 5 4 4 5 5 6 6 4 41102   497 4 4 4 49797 4 497 422222129112,NA,2,111112211 12     13311111144444444213494142,AZ,2750207530176200118M,1,NA,3.314
602,1,12  2  231114443  423333133 5 5 5 5 5 5 5 5 5 5 5 52  2   5 5 5 5 5 5 5 5 5 5 5 544231232232,NA,9,921112 11 1      14222222244442144126249512,AZ,2750207530176200218M,1,NA,12.044
602,1,12  2  2212423411 822223323 9 9 5 2 5 2 2 8 6 6 6 61 21 4 7 9 4 4 5 2 4 8 7 7 5 642422133111 1,NA,2,211122 11 2      112111111444434443235655111,AZ,2750207530176200118M,1,NA,18.154
602,1,11  322,NA,NA,9999999999                          129 14,AZ,2750207530176200118M,1,NA,7.524
602,3,11 11  3111222411 422832323 110 310 3 5 510 1 1 3988  1 4 1 5 3 1 1 3 110 1 1 1 112111111112,NA,9,111112121 21 4322143222222441141443232811411,AZ,2750207530176200118M,1,3,1.634
602,1,11  1  211243553 96         5 5 6 5 598 5 6 5 5 5 51962   798 7 7 7 6 6 6 6 6 6 722221122122,NA,116,112122111 22     13311111134333334124353512,AZ,2750207530176200218M,1,NA,16.644
602,1,22  31 9112249411 422222313979797 1 79797 1 197 1 11118   19799 1979797 110 1 1 143413311312,NA,9,221112 11 2      4 3222992444444443 7721512,AZ,2750207530176200218M,1,NA,8.194
603,1,22  1  222234431317233233339898 9 598 29898 5 5 7 71 21 6 6 8 5 198 1 2 5 7 998 842331233332,NA,112,121112 11 2      13111111133442484116444512,NH,003006506006    541E,1,NA,12.391
603,1,11  1  231124552  623223323 8 9 6 7 8 397 9 8 997 71101 3 4 7 2 3 5 2 3 6 6 497 433311221122,NA,1 8,191122111 11 933111311111124242233226476512,NH,0030065060061123321E,1,NA,17.601
603,1,22  1  931119559 96        9898989898989898989898988  8  9898 2 39898 59797 598 644499999992,NA,9,222112 22 1      19311111188888888325495512,NH,151093523091    531E,1,NA,21.821
603,1,22  1  111224553 96         3 6 1 1 4 1 1 3 7 7 7 51101 69797 1 1 3 1 197 5 797 222211311122,NA,2,221212 11 1      3 321212142442444123713512,NH,003006506006    531E,1,NA,21.401
605,1,21  1  111143553  423333333 5 6 5 5 6 5 5 6 6 6 6 61101 3 4 7 3 5 5 3 3 5 7 7 4 344433333332,NA,2,222222222212     24211111144444444125398512,SD,389107725107    544C,1,NA,19.572
605,1,12  2  131244443  923333333 4 998 5 7 2 3 6 8 8 6 51 21 498 89898 5 3 3 7 6 7 5 532222132122,NA,2,221112 12 1      3 129292932442343117686512,SD,4691697641726660134M,1,NA,8.932
605,1,21  1  231122223  8331111321010 3 3 7 3 5 7 7 7 7 78  2   6 8 5 3 5 8 5 6 6 6 5 133113991131 1,NA,111,999999999 111811111311111144444444223354512,SD,3891077251077760134C,1,NA,17.032
605,1,12  1  111144443  423333333 3 5 2 5 5 4 5 4 3 3 4 52  2   5 5 5 5 5 5 5 5 5 5 5 544433333332,NA,2,222122 11 1      13411111144444444223293512,SD,389107725107    544C,1,NA,13.722
606,1,22  2  2312212111 422223133 510 1 197 3 5 4 7 710 11 11 3 310 8 1 3 3 7 7 7 5 7 122411113211 4,NA,2,222112 21 2      4 322222234341444223508512,KY,211072541071    546E,1,NA,21.423
606,1,12  1  1311111111 428133332 8 1 3 6 5 1 1 2 1 1 2 22  2   6 2 2 8 3 1 1 2 3 3 1 144311112332,NA,2,221112 11 2      4 2121222413244443221825211,KY,211072541071    546E,1,NA,15.153
606,1,11  1  9191444413 421333383 6 697 6 697979797 5 5 58  2   5 5 5 5 5 1 1 5 5 5 5 522411111112,NA,2,221112111 12     113919919433333432233355111,KY,211072541071    546E,1,NA,16.643
606,1,12  999,NA,NA,999999 999                          999 99,KY,211072541071    546E,1,NA,20.163
606,1,22  1  1321444412 423333313 5 8 5 8 5 4 5 8 6 7 5 82  2   6 9 7 5 5 5 6 8 7 8 8 543312122211 8,NA,1 1,121111 21 1      23211111144333244116258512,KY,215062557060    546E,1,NA,20.873
606,3,21 41  222224443 99 3323323 5 5 4 4 4 3 3 4 4 5 4 38  8   8 7 2 3 3 2 2 3 4 3 2 118111123112,NA,1 9,121111111 111833311111111143221334123294412,KY,0930315150301640326E,1,1,8.883
606,1,11  1  221144443  22313333397 8 8 7 7 5 6 8 8 8 8972  2   4 9 5 6 4 3 5 5 7 8 6 644311122322,NA,2,122212121 211633114211111142231444227457512,KY,211072541071    546E,1,NA,19.843
606,1,12  1  2322414412 423333313 5 5 5 5 4 4 4 5 5 6 5 51 48   5 6 3 3 5 4 4 5 6 7 5 533311112222,NA,2,211122 11 1      24221222233333232225196512,KY,2110725410714280326E,1,NA,21.483
607,1,22  1  2111944412 92333333397 8 2 6 6 497 2 6 3 6 11 919697 6 1 197 1 1 39797979722211133332,NA,2,122922 21 2      3 2111111434424441248035111,NY,145134502152    542E,1,NA,21.401
607,1,22  1  3313444411 31333333310 5 5 5101010 5 5 5 5 41102  10 5 510101010 5 5 5 5 544431133132,NA,110 6,222222 22 2      4 3111111444444443221885111,NY,1451345021520960122E,1,NA,25.001
607,1,12  1  231111111317911111111010101010101010101010102  2   1 7 1 3 3 1 1 2 2 5 2 244412131231 1 5,7,1 1,221112 11 2      4 111111144442444926504442,NY,155160526166    532E,1,NA,1.001
608,1,11  1  231114411397 1333333 3 7 1 5 5 5 5 1 8 8 6 31 91 1 910 3 5 5 3 3 3 3 6 5 683412133311 9,NA,9,121112111 11 41313 2222222444414443235895111,WI,1130916690844720123C,1,NA,14.252
608,1,22  1  231141143 17233331311010101010971010101010102  2   5 7 4 3 3 2 2 7 5 8 5 344411111222,NA,1 8,221112 11 1      142111111442224243275845111,WI,1130916690844720123C,1,NA,6.872
608,1,11  1  1312223213 433323333 8 8 6 5 5 6 5 9 9 8 7 72  1 4 7 8 6 4 5 4 4 5 6 6 5 522211221122,NA,1 8 4,122112111 21 8133113111111333313332233395111,WI,113091669084    543C,1,NA,13.722
608,1,22  2  3911313412172323311397 8 8 8 8 8 8 8 8 8 8 82  1 4979797 39797 4979797979733312331112,NA,2,221112 11 1      3 211111122231323217704512,WI,173082669084    543C,1,NA,9.662
608,1,12  2  23922323111622223313 5 8 5 3 398 1 7 2 4 2 48  1 4 7 9 2 2 29898 5 3 6989844812313912,NA,1 4,221122 11 1      142999999144844443276295111,WI,117126637086    543C,1,NA,12.552
608,1,12  1  231114442 97 3333233 6 4 210 71010 5 2 2 7 41 7110 4 2 210 71010 1 1 1 3 244431133332,NA,2,221111 11 2      211111111444444443231875111,WI,113091669084    543C,1,NA,13.162
609,1,12  1  3211144412 9333323339898989898989898989898982  2   6 6 5 3 5 2 1 4 5 4 2 24432112222116,NA,2,221121 21 2      29211111144434344322185512,NJ,0110045040040560422E,1,NA,14.841
609,1,22  1  211144453 1093333333 810 897 8 3 51098 810971102   2 8 397 2 29797 2 297 24441113111111,NA,2,211212 11 1      112111111444424443164555111,NJ,0110045040040560422E,1,NA,8.541
609,1,22  1  931144441297 3333333 8 8 8 8 8 8 8 8 8 8 8 82  2   5 7 7 3 5 4 5 5 7 7 6 744411122112,NA,2,211122 21 1      142111111441443443252315411,NJ,0110045040048760112E,1,NA,5.421
609,1,22  1  23312444131023332313 5 8 4 4 7 8 5 497 8 8971 21 8 2 8 2 4 6 8 397 7 897 534221131112,NA,2,211112 11 1      14111111142421424327497512,NJ,0090015010015190412E,1,NA,12.841
609,1,11  1  131111941110913883111010101010101010101010108  2   3 7 4 4 5 3 3 4 4 6 4 244433333332,NA,9,111112111 22     119999999444414443264355111,NJ,0110045040040560422E,1,NA,11.461
609,1,12  1  22121144121023333333 5 5 5 5 5 3 3 6 6 4 5 41101 6 7 6 3 5 3 3 5 5 5 5 5 312211233332,NA,1 8,221112 11 1      143111111442411443234235111,NJ,0110045040046160312E,1,NA,21.131
609,1,22  1  931134443  4333333331010101010101010101010102  1 4 9 8 3 3 7 3 1 5 9 9 2 144411111122,NA,2,111111 11 1      24311111144442444326457512,NJ,0110045040048480112E,1,NA,8.541
610,1,21  1  131111111213218331139898 8 5 8 8 5 8 8 8 8 81121 49710 4 4 5 4 4 8 8 897 533322223221 811,5,2,121112111 11121314 111111144433444126507512,PA,0110045040046160312E,1,NA,12.841
610,2,222 31 331144443  423211311 6 6 4 5 5 5 5 5 8 8 5 61121 4 2 6 3 3 3 5 4 5 7 7 6 723432333131 1,NA,2,999999 99 1      243111111444344342 3196522,PA,0110045040046160312E,1,2,1.211
610,1,22  2  211191441397 18381889999999999999999999999991 29  99999999999999999999999943439333232,NA,1 8,121122 99 1      14211111143441444413718512,PA,0110045040046160312E,1,NA,21.401
610,1,22  2  311144443  821888323 6 6 6 6 6 6 6 6 6 6 6 62  2   5 5 5 5 5 7 5 5 5 5 5 544411131112,NA,2,222222 2212      113111111444444442234995111,PA,0110045040046160312E,1,NA,19.001
610,1,21  2  2112343413 622223322 5 5 298 2 2 3 3 5 5 3 52  1 5 5 5 398 4 3 3 4 5 5 3 321231123322,NA,2,212222122 211233313411111144432444123354512,PA,0110045040040240122E,1,NA,18.331
612,1,12  2  111334553 96         4 6 5 5 5 5 4 5 6 6 6 51121 4 5 6 5 4 6 4 498 6 7 7 544413333232,NA,2,221112 22 2      3 322222242421444327749512,MN,1070136130145120234C,1,NA,8.932
612,1,22  1  1331939511 493813882 210 2 2 2 1 2 5 9 9 4 7196196 2 8 3 3 3 2 2 3 3 298 221111212222,NA,9,221122 11 1      113299999423214323255395111,MN,1070136130145120114C,1,NA,13.492
612,1,12  2  232214421198 2332322 5 7 4 3 5 3 4 8 7 8 8 42  2   4 5 1 6 5 3 5 4 5 6 5 711112111122,NA,112,111112 11 2      123111111444124442254525211,MN,1070136130145120114C,1,NA,16.932
612,1,22  1  131144443 1623233333 5 7 4 3 5 3 3 7 6 7 5 51101 4 4 7 3 3 3 3 597 5 597 633411122122,NA,2,111122 11 2      11211111134233434126314512,MN,1070136130145120114C,1,NA,11.452
612,1,21  2  1311414411 923223133 6 7 6 5 6 5 5 7 7 8 7 62  2   1 7 1 3 3 2 1 4 5 597 21432122112116,NA,2,222122221 12     14111111144443444227455512,MN,1070136130145120314C,1,NA,11.932
612,1,12  2  131133343  423333333 7 7 7 7 7 7 7 7 7 7 7 72  2   3 9 5 3 2 3 1 3 6 997 544413331232,NA,2,222222 2211      134111111444224442252495111,MN,1070136130145120314C,1,NA,17.702
612,1,22  1  21222225111612322322 1 4 1 1 3 1 1 1 1 1 1 48  8  989898 39898989898 6989812311112112,NA,2,921112 11 2      14322222234411444223559512,MN,1070136130145120214C,1,NA,14.122
612,1,11  1  131144443 1822321111 1 1 1 110 1 1 1 1 110101 81 110 110 1 1 1 110 1 110 111131112111 1 2,NA,2,221212122 21 8333131111111444444441254295111,MN,1070136130145120114C,1,NA,16.792
612,1,11  1  33114434121133333333 8 9 9 7 9 8 8 9 8 8 8 88  8   510 1 7 8 7 8 6 7 7 7 833211111112,NA,2,221122211 29     23411111133213343323192512,MN,1070136130145120114C,1,NA,8.762
612,1,22  2  29123312121712222322 110 3 4 9 5 4 3 5 5 7 42  198 1 9 4 3 19797 3 3 3 6 244421223222,NA,118,211212 12 1      134111111444314443275445111,MN,1070136130145120114C,1,NA,7.942
612,3,12 431 231341513  528818111 1 8 1 6 1 8 1 1 6 1 8 18  8   1 7 1 1 8 6 5 1 6 1 1 83121111112116,NA,9,221221 11 1      3 1222222199223432 1792412,MN,1070136130145120314C,1,1,17.912
612,1,12  2  911224443 1793882228 2 8 8 4 6 4 19797 5 6972  1 4 4 7 5 397 3 397 5 7 1 522211112112,NA,2,221122 21 2      3 322222244428444311803512,MN,1070136130145120114C,1,NA,19.512
612,1,11  1  321144441399 3333333 6 6 6 5 5 5 5 6 6 6 6 52  2   5 5 5 5 5 5 5 5 5 5 4 63331123111112,NA,2,111111111 12     11211111144432444225434512,MN,1070136130145120314C,1,NA,25.002
612,1,12  2  331222221198 2222323 4 6 5 4 4 4 3 5 6 6 4 42  2   6 8 8 4 4 3 6 4 6 6 5 631111132112,NA,2,111112 11 2      13222222244424444924589592,MN,1070136130145120314C,1,NA,18.972
612,1,22  2  331144441216233331331010101010101010101010102  2   31097 2 397 3 4 81097 544421131122,NA,2,221112 11 1      6 4111111443334442272525111,MN,1070136130145120114C,1,NA,11.452
612,1,22  1  2311111111 49119111198989898989898 710 110982  2   8 19898989899989898989844432399931 1,NA,118,211112 11 1      24311111143441444124993512,MN,1070136130145120114C,1,NA,12.032
612,1,11  1  231144449 1722323333101010101010101010101010196112 6 7 1 8 4 4 4 5 5 5 2 64443333332116,NA,2,112129111 12     111111111444444443264175111,MN,1070136130145120214C,1,NA,10.662
612,1,22  1  11222222111112222822 3 7 5 6 4 4 4 6 7 7 8 42  8  98 1 1 198 1 1 1 1 1 1 111199999992,NA,2,222222 2221      4 222222211111111126838512,MN,1070136130145120214C,1,NA,6.432
614,2,112 1  132334919  3182321129898989898989898989898981 38   5 4 5 5 5 5 5 5 5 5 5 544431191212,NA,1 3,221112919 29     4 311111143131444226429522,OH,1210345350341840123E,1,3,2.422
614,1,12  331111199413 97 3191838 4 1 2 4 4 5 2 5 5 5 1 28  8   3 2 2 2 3 1 3 3 4 4 4 224313111192,NA,2,211212 11 1      194919111142321143 3403342,OH,1210345350341840123E,1,NA,2.492
614,1,19  999,NA,NA,999999 999                          923 99,OH,1210345350341840123E,1,NA,8.542
614,1,22  2  231114442 97 3333333 897979797 897 8 997 8 81 82   1 5 5 497979797979797 344432321112,NA,2,222122 11 1      14221111144431434223523512,OH,103142554139    543E,1,NA,17.662
614,1,21  1  2322122219 39282882397 4 4 4 5 2 397 6 6 6 62  1 6 3 5 8 1 5 110 2 1 897 144411113312,NA,1 3,121222211 12     112111111444444449263835212,OH,1210345350341840223E,1,NA,6.582
614,1,22  2  2312111219 4938333131010101010101010101010101109  98989898989898989898989844339133332,NA,2,221112 11 1      143111111444434443254865111,OH,1210345350341840223E,1,NA,20.282
